Monitoring Period Date,NPDES Permit Number,Facility Name,City,State,ZIP Code,County,Total Facility Design Flow (MGD),Parameter Description,Pollutant Load (kg/period),Average Daily Load (kg/day),Average Concentration (mg/L),% Load from DMRs,% Load from Limits,Max Allowable Load (kg/period),Load Over Limit (Option 1) (kg/period),Load Over Limit (Option 2) (kg/period),Wastewater Flow (MGal/period),Average Daily Flow (MGD),Average Wastewater pH
1/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.007145702,0,,0.217,0.007,8.3
1/31/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.328538,0.010598,1.4,100,0,0.422406,0,-0.093868,0.062,0.002,7.1
1/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,108.769545,3.508695,9,100,0,1522.77363,0,-1414.004085,3.193,0.103,6.7
1/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1173.35,37.85,1,100,0,147842.1,0,-146668.75,310,10,7
1/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
1/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),2346.7,75.7,2,100,0,0,0,,310,10,
1/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,7.720643,0,,0.217,0.007,
1/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",70.401,2.271,0.06,100,0,8213.45,0,-8143.049,310,10,
1/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
1/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",27.9,0.9,2.308550615,100,0,434,0,-406.1,3.193,0.103,6.7
1/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",2065.096,66.616,1.76,100,0,0,0,,310,10,
1/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",4411.796,142.316,3.76,100,0,0,0,,310,10,
1/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",70.401,2.271,0.06,100,0,0,0,,310,10,
1/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3.1,0.1,3.774297037,100,0,139.5,0,-136.4,0.217,0.007,8.3
1/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",31,1,2.565056239,100,0,1333,0,-1302,3.193,0.103,6.7
1/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",775,25,0.660501982,100,0,37200,0,-36425,310,10,7
1/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
2/29/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",2.8,0.1,4.403346543,100,0,106.4,0,-103.6,0.168,0.006,
2/29/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",30.8,1.1,2.821561863,100,0,616,0,-585.2,2.884,0.103,6.9
2/29/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",280,10,0.246916629,100,0,15960,0,-15680,299.6,10.7,7.1
2/29/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,27.16,0,,0,0,
2/29/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.005532156,0,,0.168,0.006,7.9
2/29/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.254352,0.009084,1.2,100,0,0.381528,0,-0.127176,0.056,0.002,7.2
2/29/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,54.5797,1.949275,5,100,0,1375.40844,0,-1320.82874,2.884,0.103,6.9
2/29/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1133.986,40.4995,1,100,0,142882.236,0,-141748.25,299.6,10.7,7.1
2/29/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
2/29/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),1726.880512,61.674304,1.52,100,0,0,0,,300.16,10.72,
2/29/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,5.977272,0,,0.168,0.006,
2/29/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",612.35244,21.86973,0.54,100,0,7937.902,0,-7325.54956,299.6,10.7,
2/29/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
2/29/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",28,1,2.565056239,100,0,392,0,-364,2.884,0.103,6.9
2/29/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1670.075232,59.645544,1.47,100,0,0,0,,300.16,10.72,
2/29/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",3646.898976,130.246392,3.21,100,0,0,0,,300.16,10.72,
2/29/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",90.888448,3.246016,0.08,100,0,0,0,,300.16,10.72,
2/29/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",2.8,0.1,4.403346543,100,0,126,0,-123.2,0.168,0.006,7.9
2/29/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",28,1,2.565056239,100,0,1204,0,-1176,2.884,0.103,6.9
2/29/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",672,24,0.592599909,100,0,33600,0,-32928,299.6,10.7,7.1
2/29/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,47.6,0,,0,0,
3/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,117.8,0,,0.155,0.005,
3/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",55.8,1.8,5.005909755,100,0,682,0,-626.2,2.945,0.095,6.6
3/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",806,26,0.780593251,100,0,17670,0,-16864,272.8,8.8,7.2
3/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
3/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.005104073,0,,0.155,0.005,7.8
3/31/20,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Chlorine, total residual",,,,100,0,0,0,,0,0,
3/31/20,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Chlorine, total residual",,,,100,0,0.28853055,0,,6.93,0.077,7.8
3/31/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.1525355,0.0049205,1.3,100,0,0.211203,0,-0.0586675,0.031,0.001,7.1
3/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,133.7619,4.3149,12,100,0,1404.49995,0,-1270.73805,2.945,0.095,6.6
3/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1032.548,33.308,1,100,0,130101.048,0,-129068.5,272.8,8.8,7.2
3/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
3/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),1321.66144,42.63424,1.28,100,0,0,0,,272.8,8.8,
3/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,5.514745,0,,0.155,0.005,
3/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",,,,100,0,7227.836,0,,272.8,8.8,
3/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
3/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",24.8,0.8,2.22484878,100,0,434,0,-409.2,2.945,0.095,6.6
3/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1424.91624,45.96504,1.38,100,0,0,0,,272.8,8.8,
3/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",2746.57768,88.59928,2.66,100,0,0,0,,272.8,8.8,
3/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",92.92932,2.99772,0.09,100,0,0,0,,272.8,8.8,
3/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3.1,0.1,5.284015852,100,0,139.5,0,-136.4,0.155,0.005,7.8
3/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",93,3,8.343182924,100,0,1333,0,-1240,2.945,0.095,6.6
3/31/20,VAG840037,LUCK STONE - CHARLOTTESVILLE PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",493.9425,5.48825,5.8,100,0,2554.875,0,-2060.9325,22.5,0.25,7.5
3/31/20,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
3/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",682,22,0.660501982,100,0,37200,0,-36518,272.8,8.8,7.2
3/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
3/31/20,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Solids, total suspended",196.725375,2.1858375,7.5,100,0,786.9015,0,-590.176125,6.93,0.077,7.8
3/31/20,VAG110184,WILSON READY MIX-CHARLOTTESVILLE FACILITY,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",39.549465,0.4394385,27,100,0,43.94385,0,-4.394385,0.387,0.0043,7.56
3/31/20,VAG110184,WILSON READY MIX-CHARLOTTESVILLE FACILITY,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
4/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,114,0,,0.09,0.003,
4/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",114,3.8,7.84346103,100,0,660,0,-546,3.84,0.128,6.6
4/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",1410,47,1.149762709,100,0,17100,0,-15690,324,10.8,7.4
4/30/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,29.1,0,,0,0,
4/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.002963655,0,,0.09,0.003,8.3
4/30/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",,,,100,0,0,0,,0,0,
4/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,218.016,7.2672,15,100,0,1831.3344,0,-1613.3184,3.84,0.128,6.6
4/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1226.34,40.878,1,100,0,154518.84,0,-153292.5,324,10.8,7.4
4/30/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
4/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),2739.37104,91.312368,2.24,100,0,0,0,,323.1,10.77,
4/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",0.06813,0.002271,0.2,100,0,3.20211,0,-3.13398,0.09,0.003,
4/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",24.5268,0.81756,0.02,100,0,8584.38,0,-8559.8532,324,10.8,
4/30/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
4/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",21,0.7,1.444848085,100,0,420,0,-399,3.84,0.128,6.6
4/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1528.666875,50.9555625,1.25,100,0,0,0,,323.1,10.77,
4/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",4268.037915,142.2679305,3.49,100,0,0,0,,323.1,10.77,
4/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",146.75202,4.891734,0.12,100,0,0,0,,323.1,10.77,
4/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3,0.1,8.806693087,100,0,135,0,-132,0.09,0.003,8.3
4/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",120,4,8.256274769,100,0,1290,0,-1170,3.84,0.128,6.6
4/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",480,16,0.391408582,100,0,36000,0,-35520,324,10.8,7.4
4/30/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,51,0,,0,0,
5/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,117.8,0,,0.093,0.003,
5/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",71.3,2.3,5.193690795,100,0,682,0,-610.7,3.627,0.117,6.6
5/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",2573,83,2.260687194,100,0,17670,0,-15097,300.7,9.7,7.3
5/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
5/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.003062444,0,,0.093,0.003,8.1
5/31/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",,,,100,0,0,0,,0,0,
5/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,123.553755,3.985605,9,100,0,1729.75257,0,-1606.198815,3.627,0.117,6.6
5/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1138.1495,36.7145,1,100,0,143406.837,0,-142268.6875,300.7,9.7,7.3
5/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
5/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),1260.741108,40.669068,1.11,100,0,0,0,,300.08,9.68,
5/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,3.308847,0,,0.093,0.003,
5/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",113.81495,3.67145,0.1,100,0,2503.9289,0,-2390.11395,300.7,9.7,
5/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
5/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",21.7,0.7,1.580688503,100,0,434,0,-412.3,3.627,0.117,6.6
5/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1044.938576,33.707696,0.92,100,0,0,0,,300.08,9.68,
5/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",2305.679684,74.376764,2.03,100,0,0,0,,300.08,9.68,
5/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",227.16056,7.32776,0.2,100,0,0,0,,300.08,9.68,
5/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3.1,0.1,8.806693087,100,0,139.5,0,-136.4,0.093,0.003,8.1
5/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",62,2,4.516252865,100,0,1333,0,-1271,3.627,0.117,6.6
5/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",217,7,0.190660366,100,0,37200,0,-36983,300.7,9.7,7.3
5/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
6/30/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Aluminum, total recoverable",0,0,0.019,100,0,0,0,0,,,
6/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",3,0.1,6.605019815,100,0,69,0,-66,0.12,0.004,
6/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",48,1.6,4.064627578,100,0,660,0,-612,3.12,0.104,6.7
6/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",1050,35,1.027447527,100,0,17100,0,-16050,270,9,7.6
6/30/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,17.1,0,,0,0,
6/30/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,119.46,0,,0,0,
6/30/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Cadmium, total recoverable",0,0,0,100,0,0,0,0,,,
6/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.00395154,0,,0.12,0.004,8
6/30/20,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Chlorine, total residual",,,,100,0,0,0,,0,0,
6/30/20,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Chlorine, total residual",,,,100,0,0.43192149,0,,10.374,0.114,7.5
6/30/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",,,,100,0,0,0,,0,0,
6/30/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Chromium, total recoverable",0,0,0,100,0,0,0,0,,,
6/30/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Copper, total recoverable",0,0,0,100,0,0,0,0,,,
6/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,59.046,1.9682,5,100,0,1487.9592,0,-1428.9132,3.12,0.104,6.7
